,Loyalty#,Province or State,City,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,DaysSinceEnrollment,DaysSinceCancellation,EnrollmentDurationInDays,IsCancelled,SumNumFlights,AvgNumFlights,AvgVarNumFlights,SumPointsAccumulated,PropOfRedeem,PropOfCompanionFlights,MonthsSinceLastFlight,NumMonthsWithFlights,Flights_Month_1,Flights_Month_2,Flights_Month_3,Flights_Month_4,Flights_Month_5,Flights_Month_6,Flights_Month_7,Flights_Month_8,Flights_Month_9,Flights_Month_10,Flights_Month_11,Flights_Month_12,PropCompFlightsSeason_LowSeasonEarlyYear,PropCompFlightsSeason_PeakSeasonSummer,PropCompFlightsSeason_Autumn,PropCompFlightsSeason_HolidayPeak
15508,559657,Quebec,Montreal,female,Bachelor,Urban,73876.0,Married,Star,9061.06,Standard,2182,,2182.0,False,,,,,,,,,,,,,,,,,,,,,,,,
15509,678544,British Columbia,West Vancouver,female,Bachelor,Suburban,73876.0,Married,Star,9061.06,Standard,2270,,2270.0,False,,,,,,,,,,,,,,,,,,,,,,,,
15510,145220,British Columbia,West Vancouver,male,Bachelor,Urban,37970.0,Married,Star,9061.77,Standard,1020,,1020.0,False,150.0,6.25,62.1,40440.2,63.94,39.33,1.0,24.0,2.5,5.06,12.11,6.33,5.0,5.0,20.0,35.0,13.67,12.83,12.94,21.83,69.44,48.06,28.2,0.0
15511,986507,Quebec,Montreal,female,Bachelor,Urban,37970.0,Married,Star,9061.77,Standard,525,,525.0,False,139.0,6.619047619047619,75.46,30473.4,26.32,22.3,0.0,20.0,1.23,8.64,11.11,7.41,6.17,12.35,9.88,16.92,1.56,4.19,19.51,39.41,0.0,79.41,32.75,0.0
15512,796705,Ontario,Thunder Bay,female,Bachelor,Suburban,40006.0,Divorced,Star,9065.26,Standard,127,,127.0,False,14.0,4.666666666666667,65.47,8046.0,0.0,42.86,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,57.14,14.29,0.0,0.0,0.0,42.86,0.0
15513,235229,Ontario,Ottawa,female,Bachelor,Rural,37722.0,Single,Star,9075.77,2021 Promotion,325,,325.0,False,81.0,9.0,47.79,15640.0,35.47,33.33,0.0,9.0,0.0,0.0,11.11,0.0,11.11,19.75,11.11,11.11,2.47,17.28,4.94,11.11,44.44,35.29,0.0,77.78
15514,535327,Ontario,Toronto,female,Bachelor,Suburban,37722.0,Single,Star,9075.77,Standard,69,,69.0,False,8.0,4.0,106.07,4249.0,0.0,12.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,87.5,0.0,0.0,100.0,0.0
15515,924173,Alberta,Peace River,male,Bachelor,Rural,37722.0,Single,Star,9075.77,Standard,2312,,2312.0,False,114.0,4.75,88.07,32758.04,23.86,27.19,0.0,22.0,10.44,0.0,7.97,9.39,17.8,0.0,0.0,19.56,10.71,4.36,26.92,4.32,49.36,53.57,6.93,0.0
15516,986208,Ontario,Trenton,male,Bachelor,Rural,37722.0,Single,Star,9075.77,Standard,597,,597.0,False,123.0,7.235294117647059,65.66,21329.75,48.27,45.53,0.0,17.0,9.86,7.04,7.04,2.82,2.82,0.0,14.08,49.28,18.78,2.82,9.86,13.15,66.67,46.97,75.44,0.0
15517,340583,Ontario,Toronto,male,Bachelor,Rural,68073.0,Married,Star,9080.28,Standard,597,,597.0,False,212.0,7.066666666666666,70.41,50809.54,22.03,31.13,0.0,30.0,9.74,1.68,5.86,4.46,19.05,16.03,20.06,2.83,14.87,3.98,5.13,9.06,31.58,35.05,35.35,33.33
15518,547442,Quebec,Tremblant,female,Bachelor,Suburban,34430.0,Divorced,Star,9082.83,2021 Promotion,283,,283.0,False,62.0,8.857142857142858,69.42,16655.0,0.0,45.16,0.0,7.0,0.0,0.0,0.0,0.0,25.81,8.06,29.03,0.0,14.52,1.61,8.06,12.9,31.25,60.87,13.33,87.5
15519,911906,Newfoundland,St. John's,male,Bachelor,Rural,34430.0,Divorced,Star,9082.83,Standard,2266,,2266.0,False,208.0,7.703703703703703,50.38,43110.31,67.62,22.6,0.0,27.0,7.04,12.4,0.0,0.0,10.06,18.15,20.54,11.32,9.62,7.06,3.17,11.75,29.56,18.53,15.02,12.12
15520,943380,Quebec,Montreal,male,College,Rural,0.0,Married,Star,9085.2,2021 Promotion,305,,305.0,False,192.0,7.111111111111111,65.88,37592.8,13.93,21.35,0.0,25.0,9.52,11.3,7.62,20.33,10.1,14.29,11.43,16.94,10.66,19.63,2.28,1.01,9.51,45.18,36.43,0.0
15521,982433,Quebec,Montreal,male,College,Suburban,0.0,Married,Star,9087.59,2021 Promotion,316,126.0,190.0,True,46.0,9.2,89.76,7234.0,0.0,10.87,4.0,5.0,0.0,0.0,6.52,15.22,0.0,2.17,45.65,30.43,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
15522,287962,Quebec,Montreal,female,Bachelor,Suburban,37937.0,Married,Star,9095.05,Standard,1467,1224.0,243.0,True,,,,,,,,,,,,,,,,,,,,,,,,
15523,292021,Newfoundland,St. John's,female,Bachelor,Rural,37937.0,Married,Star,9095.05,Standard,1829,,1829.0,False,133.0,5.541666666666667,75.44,27479.33,89.56,36.09,0.0,23.0,3.55,18.39,2.94,9.09,8.82,7.85,14.71,13.18,24.32,11.76,2.95,24.44,53.29,32.8,44.44,0.0
15524,476258,Ontario,Sudbury,male,Bachelor,Urban,37937.0,Married,Star,9095.05,Standard,2054,,2054.0,False,237.0,8.172413793103448,61.54,46196.86,0.0,24.47,0.0,28.0,3.61,2.93,0.54,7.4,0.0,18.11,8.5,14.56,15.96,5.88,10.33,17.25,20.6,41.65,17.4,0.0
15525,979053,Quebec,Montreal,male,Bachelor,Suburban,37937.0,Married,Star,9095.05,2021 Promotion,968,,968.0,False,160.0,6.956521739130435,76.86,36894.86,63.66,31.87,0.0,22.0,4.92,9.18,13.71,0.0,5.52,32.91,24.54,16.13,5.05,7.11,4.84,16.13,48.71,23.41,33.33,40.0
15526,798708,Ontario,Ottawa,female,Bachelor,Urban,65103.0,Married,Star,9095.15,Standard,393,150.0,243.0,True,39.0,9.75,75.54,5416.0,46.51,48.72,4.0,4.0,0.0,5.13,0.0,0.0,0.0,43.59,12.82,38.46,0.0,0.0,0.0,0.0,100.0,45.95,0.0,0.0
15527,486200,Quebec,Montreal,female,College,Suburban,0.0,Single,Star,9095.74,2021 Promotion,328,,328.0,False,73.0,8.11111111111111,53.9,17223.0,13.93,20.55,0.0,9.0,0.0,0.0,8.22,9.59,20.55,6.85,15.07,0.0,19.18,2.74,6.85,10.96,28.57,31.25,9.52,0.0
15528,645057,Ontario,Toronto,female,College,Rural,0.0,Single,Star,9095.74,Standard,696,,696.0,False,175.0,7.291666666666667,58.95,45221.57,22.5,40.0,2.0,24.0,18.18,1.82,5.69,12.52,18.51,18.04,20.0,11.47,0.0,13.52,2.45,14.2,24.51,63.84,73.85,40.97
15529,653070,Quebec,Quebec City,male,Bachelor,Urban,59183.0,Married,Star,9100.73,Standard,2172,,2172.0,False,222.0,8.538461538461538,40.74,40837.61,30.0,12.16,0.0,26.0,13.33,4.99,7.99,6.1,14.29,13.33,12.75,0.0,17.37,12.16,9.46,13.5,10.3,21.47,7.01,2.08
15530,626560,British Columbia,Vancouver,male,Bachelor,Rural,38898.0,Divorced,Star,9100.79,2021 Promotion,286,,286.0,False,43.0,7.166666666666667,51.77,7477.0,71.59,18.6,0.0,6.0,0.0,0.0,0.0,0.0,16.28,0.0,11.63,2.33,23.26,25.58,0.0,20.93,0.0,66.67,4.76,33.33
15531,219806,Manitoba,Winnipeg,male,Bachelor,Urban,48029.0,Divorced,Star,9101.52,Standard,1093,850.0,243.0,True,,,,,,,,,,,,,,,,,,,,,,,,
15532,805159,Quebec,Montreal,female,Bachelor,Urban,48029.0,Divorced,Star,9101.52,Standard,2413,,2413.0,False,152.0,6.333333333333333,70.87,38637.12,11.86,36.84,4.0,24.0,7.82,8.96,11.72,12.07,10.7,22.41,0.0,8.4,3.11,25.6,20.33,18.18,11.81,86.11,36.67,100.0
15533,751602,Ontario,Toronto,male,Doctor,Suburban,26049.0,Married,Star,9102.27,Standard,1987,,1987.0,False,106.0,5.578947368421052,87.88,35386.95,28.55,20.75,4.0,19.0,20.94,5.65,8.82,8.82,27.11,36.1,5.88,11.76,4.06,0.0,4.06,0.0,22.5,27.22,50.0,0.0
15534,383656,Ontario,Toronto,male,Bachelor,Urban,65733.0,Married,Star,9103.9,Standard,783,,783.0,False,124.0,6.2,46.1,36086.51,15.02,24.19,0.0,20.0,22.0,23.82,20.29,0.0,6.0,0.0,16.0,8.94,8.0,6.69,13.05,18.86,6.94,8.33,81.67,20.83
15535,900726,British Columbia,Vancouver,female,Bachelor,Rural,65733.0,Married,Star,9103.9,Standard,923,,923.0,False,160.0,6.956521739130435,50.82,30221.64,21.99,17.5,1.0,23.0,13.14,8.59,12.56,18.63,21.43,22.05,30.95,0.0,6.32,11.02,7.45,0.0,18.5,0.0,45.89,0.0
15536,787899,Nova Scotia,Halifax,female,Bachelor,Rural,74143.0,Married,Star,9106.87,Standard,1989,1144.0,845.0,True,,,,,,,,,,,,,,,,,,,,,,,,
15537,850034,Alberta,Peace River,female,College,Rural,0.0,Single,Star,9112.27,Standard,1212,,1212.0,False,230.0,7.666666666666667,59.26,34880.61,31.53,22.61,0.0,30.0,12.22,15.48,2.5,3.87,13.73,24.0,14.46,12.47,3.17,7.17,10.59,10.07,40.07,4.76,16.03,43.1
15538,477517,British Columbia,Victoria,male,Bachelor,Suburban,76700.0,Married,Star,9113.69,Standard,1515,,1515.0,False,164.0,7.809523809523809,47.85,42441.01,17.23,20.12,2.0,21.0,17.54,15.29,20.55,3.58,0.0,12.28,18.8,14.87,8.39,22.81,15.92,0.0,31.54,7.25,20.42,0.0
15539,708692,Manitoba,Winnipeg,female,Bachelor,Suburban,85942.0,Married,Star,9114.28,Standard,2397,,2397.0,False,208.0,7.703703703703703,55.98,39616.26,22.73,12.5,0.0,27.0,12.72,9.48,3.57,5.95,13.34,7.1,19.05,13.1,8.87,3.99,12.73,19.21,11.01,3.33,22.24,20.0
15540,162166,Quebec,Montreal,female,College,Urban,0.0,Married,Star,9117.44,Standard,659,,659.0,False,217.0,9.041666666666666,38.66,40709.0,0.0,18.89,0.0,24.0,11.94,5.97,7.46,12.68,17.32,10.95,21.34,7.32,13.43,13.43,10.15,13.43,14.24,35.32,13.65,22.22
15541,503615,Quebec,Hull,male,Bachelor,Rural,33882.0,Married,Star,9118.93,Standard,1125,,1125.0,False,238.0,9.52,60.88,28279.64,0.0,14.71,0.0,24.0,4.05,6.07,6.76,0.0,20.27,18.42,19.53,19.69,9.34,0.57,8.27,14.45,0.0,16.88,16.6,11.01
15542,801391,British Columbia,Vancouver,female,Bachelor,Rural,70737.0,Married,Star,9123.91,Standard,1882,,1882.0,False,194.0,9.7,41.52,19140.27,100.0,31.44,1.0,20.0,10.17,11.6,0.0,3.66,10.98,16.2,19.51,30.38,18.29,15.95,12.21,0.0,50.4,11.9,38.89,0.0
15543,266953,New Brunswick,Fredericton,female,Bachelor,Rural,70973.0,Divorced,Star,9129.87,2021 Promotion,276,,276.0,False,143.0,8.411764705882353,58.85,23212.79,28.63,20.28,0.0,17.0,0.0,8.18,17.99,0.0,0.0,28.87,34.38,27.06,18.56,0.0,7.31,15.62,7.79,0.0,62.47,80.0
15544,515645,British Columbia,Vancouver,female,Bachelor,Suburban,95330.0,Married,Star,9135.29,Standard,1748,,1748.0,False,175.0,7.0,58.9,35085.78,14.31,13.14,1.0,25.0,14.58,9.14,15.41,17.71,6.84,17.14,31.03,0.0,7.42,3.97,6.9,0.0,7.86,13.1,16.67,0.0
15545,709595,New Brunswick,Moncton,male,Bachelor,Urban,21150.0,Married,Star,9144.86,Standard,2385,,2385.0,False,217.0,9.434782608695652,57.42,36947.03,24.9,13.82,0.0,23.0,8.93,12.27,11.29,6.64,25.81,23.03,19.36,19.36,9.68,9.68,0.0,5.36,32.28,0.0,33.33,66.67
15546,503217,British Columbia,Vancouver,male,Bachelor,Rural,68236.0,Married,Star,9148.88,Standard,2207,,2207.0,False,241.0,10.041666666666666,40.1,41623.49,29.51,14.94,0.0,24.0,8.22,9.61,13.7,6.87,16.37,9.98,17.88,0.0,14.29,11.92,0.0,16.49,15.04,0.0,11.43,51.67
15547,940200,Ontario,Trenton,male,Bachelor,Suburban,60423.0,Married,Star,9152.49,2021 Promotion,256,,256.0,False,44.0,8.8,61.41,11010.0,0.0,13.64,0.0,5.0,0.0,0.0,0.0,0.0,0.0,31.82,27.27,9.09,0.0,0.0,27.27,4.55,0.0,0.0,50.0,0.0
15548,637151,Ontario,Trenton,female,Bachelor,Suburban,61200.0,Single,Star,9156.27,Standard,1222,,1222.0,False,105.0,5.833333333333333,80.89,24536.65,79.59,7.62,2.0,17.0,0.0,5.26,22.52,25.5,0.0,14.06,7.89,0.0,32.45,5.26,4.37,7.39,0.0,58.33,7.79,16.67
15549,572927,New Brunswick,Fredericton,male,Bachelor,Rural,59624.0,Divorced,Star,9156.32,Standard,469,,469.0,False,68.0,6.8,64.21,13031.24,60.34,29.41,1.0,10.0,9.84,8.2,18.03,14.75,21.31,0.0,3.28,0.0,0.0,67.76,21.31,0.0,20.45,100.0,71.11,0.0
15550,733497,Quebec,Montreal,male,Bachelor,Rural,59624.0,Divorced,Star,9156.32,2021 Promotion,290,,290.0,False,57.0,8.142857142857142,53.73,11241.0,0.0,22.81,0.0,7.0,0.0,0.0,0.0,10.53,0.0,21.05,8.77,14.04,0.0,15.79,3.51,26.32,0.0,20.0,36.36,26.67
15551,550856,New Brunswick,Fredericton,female,Bachelor,Rural,91763.0,Married,Star,9161.66,Standard,1219,,1219.0,False,218.0,8.72,69.09,38754.32,82.27,26.61,0.0,24.0,0.87,3.21,17.04,9.09,16.88,20.78,24.09,15.58,3.51,9.27,15.6,17.68,29.85,35.42,15.71,10.42
15552,664084,Quebec,Montreal,female,Bachelor,Urban,91763.0,Married,Star,9161.66,Standard,756,,756.0,False,238.0,8.206896551724139,70.1,58624.12,23.67,17.65,0.0,28.0,8.3,1.8,9.21,13.33,9.33,4.12,15.47,20.89,10.26,7.92,5.27,19.84,43.64,1.52,13.22,24.4
15553,980145,Ontario,Toronto,male,High School or Below,Rural,29723.0,Married,Star,9162.06,Standard,2205,,2205.0,False,,,,,,,,,,,,,,,,,,,,,,,,
15554,324139,New Brunswick,Fredericton,male,Bachelor,Urban,53792.0,Married,Star,9165.72,Standard,2074,,2074.0,False,188.0,6.714285714285714,62.12,44360.84,22.56,30.85,0.0,27.0,19.35,5.32,6.45,15.87,14.52,19.67,7.13,9.04,12.19,9.04,8.52,7.45,5.72,49.91,44.46,66.67
15555,472356,Ontario,Thunder Bay,male,Bachelor,Rural,23823.0,Married,Star,9191.73,Standard,1294,,1294.0,False,209.0,8.36,54.04,41193.46,19.81,18.66,0.0,24.0,11.6,14.59,3.61,14.84,7.5,6.94,23.61,20.48,0.67,14.59,13.89,15.28,20.02,24.24,12.22,0.0
15556,156673,Ontario,Toronto,male,Bachelor,Suburban,31562.0,Married,Star,9198.69,Standard,1888,,1888.0,False,180.0,6.206896551724138,69.75,49737.56,36.77,21.67,0.0,27.0,13.91,2.7,0.85,6.58,19.73,0.85,11.52,8.97,11.74,6.76,5.37,20.1,26.16,44.44,29.83,0.0
15557,299165,British Columbia,Vancouver,female,Bachelor,Rural,31562.0,Married,Star,9198.69,Standard,435,,435.0,False,75.0,7.5,56.31,11837.54,0.0,5.33,1.0,10.0,0.0,15.0,5.0,6.67,3.33,25.0,0.0,0.0,21.67,8.33,71.67,0.0,0.0,0.0,4.94,0.0
15558,988594,British Columbia,West Vancouver,female,Bachelor,Urban,55542.0,Single,Star,9206.43,Standard,181,,181.0,False,53.0,13.25,15.56,2861.0,0.0,18.87,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.19,20.75,24.53,0.0,24.53,0.0,50.0,8.33,0.0
15559,487799,New Brunswick,Fredericton,male,Bachelor,Rural,31365.0,Married,Star,9209.41,2021 Promotion,279,,279.0,False,62.0,10.333333333333334,31.61,12463.0,34.98,33.87,0.0,6.0,0.0,0.0,0.0,19.35,12.9,17.74,19.35,0.0,0.0,22.58,0.0,8.06,30.0,34.78,50.0,0.0
15560,217235,Quebec,Hull,female,Bachelor,Suburban,70958.0,Married,Star,9212.61,Standard,2072,1284.0,788.0,True,,,,,,,,,,,,,,,,,,,,,,,,
15561,194709,Alberta,Edmonton,male,Bachelor,Urban,73259.0,Married,Star,9217.13,2021 Promotion,1419,,1419.0,False,165.0,7.857142857142857,42.84,30632.25,13.2,21.82,0.0,21.0,9.64,19.61,15.05,12.43,13.73,23.53,9.64,24.56,0.0,17.01,0.0,7.34,24.22,33.99,0.0,0.0
15562,462638,British Columbia,Vancouver,female,College,Suburban,0.0,Single,Star,9227.57,Standard,1855,,1855.0,False,139.0,7.722222222222222,66.3,26778.65,0.0,15.11,0.0,17.0,26.33,0.0,6.35,1.19,11.11,0.0,31.75,12.7,22.05,3.85,28.99,17.07,2.78,7.14,15.0,19.05
15563,376969,New Brunswick,Moncton,female,Bachelor,Rural,40032.0,Married,Star,9246.22,Standard,615,,615.0,False,148.0,7.4,56.04,31540.45,26.99,46.62,1.0,20.0,0.0,7.14,0.0,0.0,6.76,12.28,23.52,23.36,33.33,6.57,7.71,18.86,69.44,46.5,54.17,24.75
15564,496820,Ontario,Toronto,female,Bachelor,Urban,97030.0,Married,Star,9247.46,Standard,1663,82.0,1581.0,True,163.0,7.761904761904762,63.1,33443.62,34.17,40.49,4.0,21.0,4.27,19.15,12.19,7.74,14.89,4.26,25.52,21.14,20.69,6.0,0.0,0.0,50.64,48.57,0.0,0.0
15565,499963,Ontario,Toronto,female,Bachelor,Urban,85654.0,Married,Star,9247.55,Standard,578,,578.0,False,124.0,7.294117647058823,48.66,27319.44,58.56,24.19,1.0,17.0,9.52,14.29,6.35,20.63,0.0,21.71,27.81,14.29,0.0,19.67,9.11,0.0,12.5,34.82,18.52,0.0
15566,834286,Quebec,Montreal,female,College,Suburban,0.0,Married,Star,9259.72,Standard,2316,,2316.0,False,242.0,8.642857142857142,65.92,51953.97,36.42,27.69,2.0,26.0,9.41,11.73,6.56,9.36,11.77,6.39,21.84,10.87,0.51,21.31,0.51,17.71,27.46,37.17,36.54,0.0
15567,622776,Ontario,Trenton,male,Doctor,Suburban,17109.0,Married,Star,9259.73,Standard,469,,469.0,False,77.0,8.555555555555555,55.17,23516.77,40.99,23.38,1.0,9.0,0.0,8.82,14.71,17.65,0.0,19.12,25.0,10.29,0.0,0.0,4.41,100.0,28.57,18.92,100.0,0.0
15568,167335,Quebec,Quebec City,male,Bachelor,Rural,69063.0,Married,Star,9264.33,Standard,2257,,2257.0,False,201.0,8.04,52.34,35686.55,36.08,31.84,0.0,25.0,13.47,7.69,16.16,6.49,0.0,23.31,8.9,0.0,12.41,9.23,4.99,14.02,19.11,25.35,41.52,61.63
15569,421252,Ontario,Toronto,female,Bachelor,Rural,55837.0,Single,Star,9264.57,Standard,84,,84.0,False,11.0,5.5,90.0,1346.0,100.0,18.18,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,18.18,0.0,0.0,0.0,100.0
15570,794552,British Columbia,Vancouver,female,Bachelor,Urban,55837.0,Single,Star,9264.57,Standard,646,,646.0,False,124.0,5.391304347826087,67.28,45097.38,14.83,21.77,1.0,21.0,11.63,25.58,0.0,18.84,12.83,11.11,18.73,0.0,5.39,27.22,3.84,3.61,3.7,33.33,54.29,0.0
15571,180922,British Columbia,Whistler,male,Bachelor,Rural,57052.0,Married,Star,9268.67,Standard,2194,,2194.0,False,135.0,6.136363636363637,76.49,37625.24,25.03,33.33,0.0,21.0,3.12,18.35,7.25,4.69,23.44,7.81,21.19,34.7,1.56,10.94,3.46,11.04,24.67,40.35,3.85,6.67
15572,358012,Quebec,Montreal,female,Bachelor,Suburban,57052.0,Married,Star,9268.67,2021 Promotion,296,,296.0,False,48.0,8.0,50.62,6191.0,0.0,20.83,0.0,6.0,0.0,0.0,0.0,0.0,6.25,20.83,0.0,29.17,20.83,0.0,12.5,10.42,0.0,0.0,31.25,100.0
15573,937418,Alberta,Calgary,male,Bachelor,Urban,71416.0,Divorced,Star,9277.23,Standard,1581,,1581.0,False,201.0,7.444444444444445,48.77,36491.44,39.42,20.9,0.0,27.0,13.79,10.35,0.0,10.32,14.37,8.67,18.39,7.91,13.77,13.22,8.76,5.75,11.51,15.79,16.49,80.0
15574,895451,Quebec,Montreal,male,Bachelor,Suburban,97729.0,Married,Star,9277.47,Standard,2071,,2071.0,False,242.0,8.962962962962964,52.28,39193.7,0.0,14.88,1.0,27.0,0.0,4.12,8.09,5.7,14.37,20.55,15.71,15.5,14.94,5.49,16.44,7.69,21.89,15.48,1.96,38.1
15575,429292,British Columbia,Vancouver,male,Bachelor,Urban,24314.0,Married,Star,9283.74,Standard,1472,,1472.0,False,107.0,5.944444444444445,47.04,25242.13,15.1,46.73,0.0,18.0,10.73,16.86,21.31,14.29,4.5,30.8,0.0,0.0,0.0,14.29,23.81,13.68,35.42,65.15,18.75,87.78
15576,822211,British Columbia,Victoria,male,Bachelor,Suburban,67544.0,Married,Star,9294.09,Standard,1636,,1636.0,False,146.0,5.214285714285714,70.1,46848.87,56.61,32.19,1.0,28.0,3.64,9.08,15.64,9.63,17.99,14.55,5.45,26.5,6.99,5.78,7.21,3.21,32.51,38.0,27.78,0.0
15577,165900,Quebec,Quebec City,female,Bachelor,Urban,21370.0,Married,Star,9294.55,Standard,2238,,2238.0,False,181.0,6.703703703703703,78.26,51748.75,31.35,22.65,1.0,25.0,10.43,5.36,2.27,8.81,0.0,22.83,24.62,4.31,8.81,19.49,5.5,0.72,13.49,22.23,28.68,0.0
15578,216683,Quebec,Montreal,female,College,Urban,0.0,Single,Star,9295.41,Standard,824,,824.0,False,222.0,7.4,67.02,48497.63,40.52,29.28,1.0,28.0,12.27,8.37,17.3,6.11,11.92,2.53,14.18,11.39,7.05,4.22,2.96,22.44,20.73,55.95,18.06,21.76
15579,718745,British Columbia,Whistler,male,College,Urban,0.0,Single,Star,9295.41,Standard,731,,731.0,False,140.0,8.235294117647058,83.08,25894.69,14.76,24.29,0.0,15.0,2.17,0.0,12.94,60.61,13.0,19.0,20.0,0.0,17.09,5.78,0.0,15.0,7.41,23.08,17.54,60.0
15580,297607,Ontario,Thunder Bay,female,Bachelor,Suburban,22094.0,Married,Star,9298.89,Standard,894,,894.0,False,117.0,7.8,64.87,21184.02,65.04,35.9,0.0,15.0,0.0,0.0,6.38,6.38,6.38,2.13,26.12,42.93,10.64,23.28,2.13,31.91,55.56,34.83,44.28,6.67
15581,793619,British Columbia,Vancouver,female,Bachelor,Urban,40269.0,Married,Star,9320.09,Standard,601,,601.0,False,104.0,6.933333333333334,46.09,22243.05,47.96,27.88,0.0,15.0,6.38,0.0,19.15,0.0,10.64,8.51,0.0,15.76,14.99,38.59,25.53,25.38,23.53,21.67,22.59,48.81
15582,393380,Manitoba,Winnipeg,female,High School or Below,Rural,18643.0,Married,Star,9320.24,Standard,1264,,1264.0,False,212.0,8.48,41.71,39366.97,10.79,23.11,0.0,25.0,11.67,11.55,14.34,8.91,7.58,13.9,6.06,13.64,13.16,0.0,12.06,12.18,22.1,25.49,30.93,0.0
15583,903290,Ontario,Kingston,male,College,Rural,0.0,Single,Star,9321.28,Standard,1011,,1011.0,False,173.0,7.521739130434782,57.93,30268.58,0.0,16.18,4.0,22.0,0.68,12.53,21.85,5.3,21.68,9.57,24.32,15.65,2.16,0.0,16.17,0.0,7.43,25.0,27.92,0.0
15584,994308,Ontario,Sudbury,female,Bachelor,Suburban,45262.0,Married,Star,9336.12,Standard,372,,372.0,False,64.0,6.4,36.98,16628.0,0.0,29.69,0.0,10.0,0.0,14.06,0.0,7.81,12.5,9.38,15.62,7.81,9.38,3.12,7.81,12.5,22.73,28.57,15.38,75.0
15585,441128,British Columbia,Vancouver,male,Bachelor,Suburban,70177.0,Married,Star,9336.34,Standard,1308,,1308.0,False,166.0,7.217391304347826,62.66,46729.89,27.66,14.46,0.0,23.0,4.17,13.85,2.49,0.0,11.71,37.5,12.4,4.2,16.15,22.05,11.98,18.75,27.71,15.15,0.0,11.11
15586,857708,Ontario,Toronto,male,Bachelor,Rural,70177.0,Married,Star,9336.34,Standard,2126,,2126.0,False,205.0,8.541666666666666,61.27,41653.16,21.29,26.34,2.0,24.0,9.98,1.37,15.54,5.59,17.15,24.66,16.67,14.79,0.0,15.68,2.22,0.0,33.23,17.76,15.71,0.0
15587,800831,Quebec,Montreal,male,College,Suburban,0.0,Single,Star,9350.87,Standard,479,,479.0,False,103.0,7.357142857142857,57.32,20427.46,39.53,16.5,0.0,14.0,8.24,12.94,7.06,2.35,0.0,0.0,10.59,20.0,10.59,5.88,53.43,20.69,19.23,23.08,3.7,38.89
15588,264632,Ontario,Toronto,female,Bachelor,Suburban,75436.0,Married,Star,9352.48,Standard,2180,,2180.0,False,301.0,8.852941176470589,51.36,54139.79,46.13,22.92,0.0,34.0,3.31,6.07,11.82,11.18,9.22,15.56,14.25,11.57,8.69,3.31,7.23,8.16,18.04,37.6,24.13,33.33
15589,482218,British Columbia,Dawson Creek,male,Bachelor,Suburban,75436.0,Married,Star,9352.48,Standard,1307,,1307.0,False,201.0,9.571428571428571,51.24,39012.3,0.0,15.92,0.0,20.0,0.89,0.0,19.22,4.08,10.68,18.37,22.0,18.6,6.12,15.45,11.22,11.22,23.32,25.93,1.11,0.0
15590,145177,Quebec,Montreal,female,College,Rural,0.0,Single,Star,9354.13,Standard,1758,,1758.0,False,223.0,6.757575757575758,63.33,53531.78,43.9,38.12,0.0,33.0,8.07,7.22,15.21,5.38,7.22,6.77,8.68,8.95,15.24,12.33,3.11,12.93,36.89,88.49,6.35,40.34
15591,186593,British Columbia,Vancouver,male,Bachelor,Suburban,33060.0,Married,Star,9357.74,Standard,1487,,1487.0,False,168.0,7.636363636363637,54.9,37885.270000000004,0.0,14.88,0.0,22.0,13.67,0.0,9.49,18.02,20.96,11.88,0.0,21.66,2.64,22.81,0.0,8.19,16.05,0.0,5.13,21.21
15592,470591,Ontario,Trenton,female,Bachelor,Suburban,33060.0,Married,Star,9357.74,Standard,947,,947.0,False,182.0,7.28,63.88,46961.33,25.38,27.47,0.0,25.0,9.86,11.72,8.01,14.08,8.45,25.69,9.08,9.22,14.08,15.34,8.09,9.08,42.07,32.61,0.0,66.67
15593,374850,Ontario,Sudbury,female,Bachelor,Urban,44980.0,Divorced,Star,9368.27,Standard,1280,,1280.0,False,192.0,6.4,57.39,39601.16,28.43,30.73,0.0,29.0,0.0,10.54,0.74,3.05,12.39,19.38,7.25,13.2,8.37,11.8,10.71,11.69,61.92,6.35,23.93,69.05
15594,841456,Ontario,Toronto,female,College,Urban,0.0,Married,Star,9372.84,Standard,1183,,1183.0,False,174.0,7.25,60.5,46470.16,24.63,34.48,2.0,23.0,19.43,8.54,0.0,13.04,19.53,15.2,22.54,6.22,16.9,5.55,8.73,0.0,19.72,57.52,76.47,0.0
15595,746796,British Columbia,Vancouver,female,Bachelor,Rural,36067.0,Married,Star,9378.63,Standard,1078,648.0,430.0,True,22.0,5.5,10.5,8526.2,0.0,50.0,21.0,4.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
