Loyalty#,Province or State,City,Latitude,Longitude,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,DaysSinceEnrollment,EnrollmentDurationInDays,DaysSinceCancellation,IsCancelled,SumNumFlights,AvgNumFlights,AvgVarNumFlights,SumPointsAccumulated,PropOfRedeem,PropOfCompanionFlights,MonthsSinceLastFlight,NumMonthsWithFlights,LowSeason_SumShare,PeakSeason_SumShare,Autumn_SumShare,HolidayMonth_December_SumShare,LowSeason_CompShare,PeakSeason_CompShare,Autumn_CompShare,HolidayMonth_December_CompShare
172059,Manitoba,Winnipeg,49.895138,-97.138374,male,Bachelor,Urban,37751.0,Single,Star,7249.07,Standard,1131,1131.0,,False,181.2,8.628571428571428,41.78,31423.18,37.65,25.99,0.0,21.0,55.519999999999996,21.41,19.2,3.86,25.75,0.0,60.92,0.0
268643,Ontario,Toronto,43.653225,-79.383186,female,College,Rural,0.0,Single,Star,7250.03,Standard,67,67.0,,False,23.0,11.5,18.45,2533.0,0.0,21.74,0.0,2.0,0.0,0.0,56.52,43.48,0.0,0.0,38.46,0.0
105063,Quebec,Montreal,45.50169,-73.567253,male,Doctor,Urban,18665.0,Divorced,Star,7251.33,2021 Promotion,288,288.0,,False,36.0,6.0,77.46,10730.0,0.0,16.67,1.0,6.0,36.11,25.0,38.89,0.0,7.69,55.56,0.0,0.0
620094,New Brunswick,Fredericton,45.963589,-66.643112,female,Doctor,Urban,18665.0,Divorced,Star,7251.33,Standard,956,956.0,,False,217.9,8.38076923076923,56.57,43525.45,26.42,21.98,0.0,26.0,43.33,18.619999999999997,23.64,14.41,32.94,41.38,0.0,0.0
175191,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Suburban,39786.0,Married,Star,7255.58,Standard,27,27.0,,False,,,,,,,,,,,,,,,,
849705,British Columbia,West Vancouver,49.328625,-123.16019,male,Bachelor,Urban,39786.0,Married,Star,7255.58,Standard,1829,1829.0,,False,215.9,7.996296296296297,52.37,37562.5,32.14,31.4,0.0,27.0,32.1,28.29,18.57,21.03,22.51,44.03,43.14,17.62
695624,Ontario,Trenton,44.101128,-77.576309,male,High School or Below,Urban,10710.0,Married,Star,7255.71,Standard,1173,1173.0,,False,248.5,9.557692307692308,39.02,54168.61,33.5,25.92,0.0,26.0,31.78,27.770000000000003,32.2,8.25,35.06,4.35,37.12,19.51
908374,Quebec,Tremblant,46.118462,-74.596184,female,Bachelor,Suburban,88082.0,Married,Star,7258.63,Standard,1620,1620.0,,False,269.7,9.299999999999999,58.31,50868.84,13.95,23.73,0.0,29.0,36.7,40.23,13.979999999999999,9.08,16.97,34.38,21.22,7.76
978349,New Brunswick,Moncton,46.087818,-64.778229,female,College,Urban,0.0,Single,Star,7260.83,Standard,677,677.0,,False,194.2,7.768,62.97,39069.64,49.02,24.87,2.0,25.0,31.259999999999998,50.78,12.1,5.87,22.24,30.43,20.43,0.0
924031,Saskatchewan,Regina,50.44521,-104.6189,female,College,Suburban,0.0,Single,Star,7261.62,Standard,241,241.0,,False,21.0,7.0,37.8,4171.0,0.0,19.05,0.0,3.0,0.0,28.57,23.81,47.62,0.0,0.0,80.0,0.0
213432,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,86732.0,Married,Star,7263.6,Standard,1889,1889.0,,False,164.6,7.156521739130435,55.14,31695.15,12.51,18.41,0.0,23.0,32.5,26.68,34.269999999999996,6.56,19.81,13.67,8.51,82.41
248952,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Urban,86732.0,Married,Star,7263.6,Standard,2046,2046.0,,False,131.5,5.0576923076923075,71.47,39639.38,22.27,33.16,0.0,26.0,50.790000000000006,24.65,16.95,7.6,35.03,44.75,25.56,0.0
296579,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,38179.0,Married,Star,7268.1,Standard,412,412.0,,False,71.9,7.98888888888889,57.3,24498.489999999998,0.0,12.52,0.0,9.0,25.03,33.38,4.17,37.41,22.22,8.33,0.0,11.15
715947,Alberta,Edmonton,53.544388,-113.49093,male,Bachelor,Urban,24445.0,Single,Star,7268.74,Standard,2235,2235.0,,False,192.4,8.016666666666667,50.04,37331.99,12.63,24.43,0.0,24.0,33.42,24.69,30.46,11.43,65.32,6.32,3.41,0.0
146839,British Columbia,Vancouver,49.28273,-123.12074,male,Doctor,Urban,20545.0,Single,Star,7271.43,Standard,1443,1443.0,,False,155.5,6.760869565217392,74.28,35141.6,0.0,29.58,1.0,23.0,31.25,34.6,20.71,13.44,30.04,10.59,26.71,81.82
186754,Ontario,Toronto,43.653225,-79.383186,female,Doctor,Urban,20545.0,Single,Star,7271.43,Standard,2067,2067.0,,False,202.4,7.496296296296297,72.4,41312.58,51.12,19.86,0.0,27.0,26.380000000000003,47.040000000000006,25.150000000000002,1.43,27.72,19.43,7.86,100.0
984409,Ontario,Thunder Bay,48.380894,-89.247681,male,College,Urban,0.0,Single,Star,7275.89,Standard,909,909.0,,False,179.0,7.16,53.54,43363.7,25.03,40.56,0.0,25.0,41.22,37.93000000000001,14.690000000000001,6.15,23.31,59.06,58.17,0.0
631051,British Columbia,Vancouver,49.28273,-123.12074,female,College,Urban,0.0,Single,Star,7276.34,Standard,1420,1420.0,,False,153.1,6.959090909090909,71.68,37897.92,41.11,14.3,0.0,22.0,18.939999999999998,48.08,22.2,10.78,16.55,23.23,0.0,0.0
148208,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,79055.0,Divorced,Star,7283.93,2021 Promotion,283,283.0,,False,156.7,7.122727272727272,58.65,33122.71,8.28,22.72,0.0,22.0,36.82,32.42,6.13,24.63,23.57,35.63,30.21,2.59
539704,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,79055.0,Divorced,Star,7283.93,Standard,1338,1338.0,,False,242.5,8.083333333333334,47.06,48715.96,100.0,32.25,0.0,30.0,34.81,29.690000000000005,27.419999999999998,8.08,32.11,35.97,28.87,30.61
852863,British Columbia,Vancouver,49.28273,-123.12074,female,High School or Below,Suburban,10334.0,Married,Star,7284.26,Standard,1899,1899.0,,False,196.5,7.017857142857143,75.32,39944.05,41.56,24.53,0.0,28.0,16.939999999999998,40.16,18.32,24.58,24.02,29.66,30.0,12.42
246722,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,44788.0,Married,Star,7285.03,Standard,475,475.0,,False,56.5,5.136363636363637,76.79,19252.46,21.49,23.01,1.0,11.0,40.71,21.240000000000002,38.05,0.0,30.43,0.0,27.91,0.0
526975,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Rural,44788.0,Married,Star,7285.03,Standard,1159,243.0,916.0,True,,,,,,,,,,,,,,,,
654249,British Columbia,Whistler,50.116322,-122.95736,female,Bachelor,Suburban,44788.0,Married,Star,7285.03,Standard,165,165.0,,False,18.0,9.0,31.43,2485.0,0.0,0.0,0.0,2.0,0.0,0.0,61.11,38.89,0.0,0.0,0.0,0.0
689818,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,44788.0,Married,Star,7285.03,Standard,1371,1371.0,,False,143.0,6.5,64.96,32466.079999999998,0.0,15.03,1.0,22.0,52.86,13.71,16.15,17.27,12.7,51.02,8.23,0.0
791280,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Urban,44788.0,Married,Star,7285.03,Standard,727,727.0,,False,143.3,5.511538461538462,79.31,50232.08,10.57,21.77,0.0,26.0,22.82,27.569999999999997,27.000000000000004,22.61,17.74,22.28,37.73,6.17
211755,Ontario,Ottawa,45.421532,-75.697189,female,Bachelor,Urban,57134.0,Married,Star,7285.1,Standard,25,25.0,,False,158.9,6.908695652173913,71.56,33248.89,100.0,25.87,0.0,23.0,74.57,20.460000000000004,3.08,1.89,20.84,32.31,59.18,100.0
318180,British Columbia,Whistler,50.116322,-122.95736,female,College,Suburban,0.0,Single,Star,7286.16,Standard,1694,1694.0,,False,199.2,7.968,56.67,33268.62,33.68,24.2,0.0,25.0,49.900000000000006,28.759999999999998,18.93,2.41,11.97,41.36,28.38,39.58
602150,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Urban,79494.0,Married,Star,7288.88,Standard,955,955.0,,False,205.8,6.86,61.92,53907.31,0.0,30.13,0.0,30.0,40.42,18.75,24.490000000000002,16.33,12.02,62.44,24.6,46.13
196514,British Columbia,Victoria,48.428421,-123.36565,female,Bachelor,Suburban,60875.0,Married,Star,7289.3,Standard,1278,1278.0,,False,150.3,6.2625,61.82,36461.9,25.5,12.38,0.0,24.0,35.269999999999996,34.73,12.11,17.9,20.0,9.58,16.48,0.0
169270,Alberta,Banff,51.178398,-115.5708,male,College,Rural,0.0,Married,Star,7290.07,Standard,1471,243.0,1228.0,True,,,,,,,,,,,,,,,,
767678,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,84629.0,Married,Star,7291.6,Standard,1243,243.0,1000.0,True,,,,,,,,,,,,,,,,
212762,Newfoundland,St. John's,47.561508,-52.712578,female,College,Rural,0.0,Married,Star,7292.4,Standard,2141,2141.0,,False,135.6,7.136842105263158,53.31,27072.92,90.12,39.68,1.0,19.0,23.380000000000003,26.92,35.69,14.01,3.15,42.47,57.44,50.0
896075,Quebec,Quebec City,46.813877,-71.207977,male,College,Rural,0.0,Married,Star,7292.4,Standard,963,963.0,,False,202.3,8.429166666666667,51.81,42393.36,27.61,18.59,0.0,24.0,35.94,41.42,19.18,3.46,15.13,9.55,47.94,0.0
107141,Manitoba,Winnipeg,49.895138,-97.138374,male,College,Suburban,0.0,Married,Star,7292.91,Standard,1949,1949.0,,False,156.9,6.5375000000000005,73.47,32685.13,57.48,26.26,0.0,24.0,43.53,24.860000000000003,27.15,4.46,44.66,0.0,25.12,0.0
124207,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,83488.0,Married,Star,7294.4,Standard,89,89.0,,False,20.0,10.0,98.99,5095.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,85.0,0.0,0.0,0.0,0.0
496831,Ontario,Ottawa,45.421532,-75.697189,female,Bachelor,Suburban,76407.0,Married,Star,7294.58,2021 Promotion,257,257.0,,False,37.0,7.4,59.37,9778.0,100.0,48.65,0.0,5.0,16.22,0.0,54.05,29.73,0.0,0.0,55.0,63.64
985765,Manitoba,Winnipeg,49.895138,-97.138374,female,Bachelor,Urban,34062.0,Married,Star,7295.33,Standard,1003,908.0,95.0,True,233.0,8.961538461538462,31.52,58715.35,39.59,37.08,3.0,26.0,42.26,35.11,11.2,11.42,18.38,62.59,0.0,64.29
605849,New Brunswick,Fredericton,45.963589,-66.643112,male,Bachelor,Suburban,26849.0,Married,Star,7295.43,Standard,707,707.0,,False,247.6,10.316666666666666,32.31,35307.8,7.53,24.19,2.0,24.0,38.69,41.68,19.62,0.0,37.58,4.75,39.09,0.0
514395,Ontario,London,42.984924,-81.245277,female,College,Urban,0.0,Divorced,Star,7296.49,Standard,1953,1953.0,,False,168.7,7.668181818181818,52.32,29177.39,46.16,31.71,0.0,22.0,43.88,34.32,9.66,12.15,14.73,45.08,18.4,65.85
595235,British Columbia,Whistler,50.116322,-122.95736,male,Bachelor,Rural,24672.0,Married,Star,7297.69,Standard,1112,1112.0,,False,195.6,6.985714285714286,67.2,46372.47,46.92,26.69,0.0,28.0,33.69,35.019999999999996,10.47,20.81,30.65,29.49,28.29,14.74
250854,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,31115.0,Married,Star,7308.43,Standard,1094,1094.0,,False,174.8,7.283333333333334,78.13,33857.87,53.82,24.03,1.0,24.0,31.689999999999998,42.16,15.27,10.87,13.72,41.52,14.23,0.0
974265,Quebec,Quebec City,46.813877,-71.207977,male,Bachelor,Rural,30493.0,Married,Star,7316.65,2021 Promotion,298,298.0,,False,26.0,6.5,47.83,4764.0,81.78,19.23,2.0,4.0,38.46,11.54,50.0,0.0,0.0,100.0,15.38,0.0
517262,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Suburban,24083.0,Divorced,Star,7317.01,Standard,66,66.0,,False,4.0,4.0,0.0,1883.0,100.0,25.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,25.0,0.0
587800,Saskatchewan,Regina,50.44521,-104.6189,male,College,Urban,0.0,Single,Star,7320.07,Standard,1141,1141.0,,False,181.2,8.628571428571428,61.89,30517.93,28.96,17.11,0.0,21.0,44.6,32.62,20.03,2.76,9.9,12.86,42.42,0.0
634269,New Brunswick,Moncton,46.087818,-64.778229,male,College,Urban,0.0,Single,Star,7324.29,Standard,1401,1014.0,387.0,True,110.2,5.009090909090909,72.5,43920.74,0.0,32.76,12.0,22.0,20.68,29.31,39.65,10.34,50.0,35.29,4.35,100.0
735790,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Urban,52920.0,Divorced,Star,7325.89,Standard,1001,1001.0,,False,239.3,8.546428571428573,46.56,46046.3,44.53,20.89,2.0,28.0,38.78,27.83,29.41,3.97,22.52,16.22,25.99,0.0
861700,British Columbia,Victoria,48.428421,-123.36565,male,Bachelor,Rural,20757.0,Single,Star,7325.92,Standard,565,565.0,,False,113.6,7.573333333333333,52.51,21895.63,29.33,25.7,1.0,15.0,27.28,27.29,37.06,8.36,25.81,6.45,23.04,100.0
197063,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Suburban,59630.0,Married,Star,7329.78,Standard,22,22.0,,False,,,,,,,,,,,,,,,,
927446,British Columbia,Whistler,50.116322,-122.95736,male,College,Suburban,0.0,Single,Star,7329.89,Standard,472,472.0,,False,86.5,8.65,58.61,14653.29,25.31,21.5,0.0,10.0,0.0,24.279999999999998,39.07,36.65,0.0,0.0,17.75,39.75
100585,Manitoba,Winnipeg,49.895138,-97.138374,male,Bachelor,Urban,87957.0,Divorced,Star,7334.33,Standard,1870,1870.0,,False,207.6,7.688888888888889,57.19,41549.82,64.35,20.33,0.0,27.0,47.870000000000005,21.0,18.93,12.19,16.4,50.69,9.67,0.0
540011,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Suburban,83926.0,Married,Star,7334.52,Standard,2020,2020.0,,False,215.2,8.276923076923076,76.15,42847.52,16.01,25.65,0.0,26.0,20.909999999999997,47.449999999999996,16.17,15.47,6.44,36.14,30.46,14.41
854243,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,64371.0,Married,Star,7344.84,Standard,2175,2175.0,,False,221.1,7.896428571428571,63.57,43140.84,24.37,19.81,1.0,28.0,38.129999999999995,32.7,20.58,8.59,11.86,34.44,19.56,0.0
560528,Quebec,Tremblant,46.118462,-74.596184,female,Bachelor,Rural,79980.0,Married,Star,7345.9,Standard,774,774.0,,False,222.1,8.542307692307691,73.47,43719.71,0.0,15.94,2.0,26.0,43.48,41.779999999999994,13.87,0.86,7.04,18.43,37.34,0.0
586401,Ontario,Kingston,44.231171,-76.485954,female,College,Rural,0.0,Single,Star,7350.18,Standard,408,408.0,,False,101.9,8.491666666666667,59.49,17858.16,15.28,9.62,0.0,12.0,34.339999999999996,19.62,17.67,28.36,2.86,0.0,5.56,26.99
857161,Quebec,Hull,45.42873,-75.713364,female,Bachelor,Rural,51789.0,Married,Star,7355.35,Standard,1246,1246.0,,False,192.7,7.137037037037037,65.29,39369.93,28.4,26.83,2.0,27.0,30.200000000000003,38.2,29.63,1.97,18.04,30.03,33.45,0.0
777531,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Rural,52380.0,Married,Star,7360.87,Standard,2240,2240.0,,False,213.9,8.226923076923077,31.54,40261.68,17.79,17.58,0.0,26.0,43.48,13.89,37.49,5.14,8.49,42.42,21.32,0.0
841636,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,52380.0,Married,Star,7360.87,Standard,1130,1105.0,25.0,True,205.8,7.622222222222223,46.71,33793.42,42.98,27.6,3.0,27.0,27.549999999999997,35.28,25.17,12.0,40.92,30.58,22.01,0.0
229166,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Urban,30250.0,Married,Star,7366.09,Standard,1562,1562.0,,False,259.0,8.35483870967742,54.37,41685.83,98.09,23.82,0.0,31.0,37.839999999999996,38.3,17.3,6.56,16.94,33.57,19.64,17.65
319868,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Rural,30250.0,Married,Star,7366.09,Standard,2207,2207.0,,False,198.8,9.036363636363637,67.86,35403.86,13.16,31.14,0.0,22.0,25.61,56.190000000000005,12.68,5.53,5.89,40.38,34.92,45.45
545010,Ontario,Sudbury,46.522099,-80.953033,male,Bachelor,Suburban,67871.0,Married,Star,7370.62,Standard,122,122.0,,False,38.0,9.5,13.59,6520.0,96.99,18.42,0.0,4.0,0.0,0.0,78.94999999999999,21.05,0.0,0.0,20.0,12.5
394321,Quebec,Montreal,45.50169,-73.567253,female,College,Suburban,0.0,Divorced,Star,7371.59,Standard,1575,1575.0,,False,156.2,5.386206896551724,65.8,46423.92,25.83,35.92,0.0,29.0,30.28,27.4,28.43,13.89,20.93,69.63,36.94,0.0
732880,Ontario,London,42.984924,-81.245277,female,Bachelor,Rural,44938.0,Married,Star,7373.23,Standard,1234,261.0,973.0,True,,,,,,,,,,,,,,,,
686783,Quebec,Montreal,45.50169,-73.567253,female,College,Rural,0.0,Married,Star,7377.23,Standard,906,906.0,,False,153.8,5.696296296296297,68.92,33428.0,22.41,23.34,0.0,27.0,56.05,10.99,25.810000000000002,7.15,13.57,17.16,33.5,72.73
777108,Saskatchewan,Regina,50.44521,-104.6189,male,College,Rural,0.0,Single,Star,7378.51,Standard,810,810.0,,False,184.3,9.700000000000001,50.08,29428.44,40.37,25.88,0.0,19.0,25.28,34.35,17.36,23.01,57.94,17.38,30.31,0.0
129328,Yukon,Whitehorse,60.721188,-135.05684,female,Bachelor,Suburban,61584.0,Married,Star,7379.46,Standard,1410,242.0,1168.0,True,,,,,,,,,,,,,,,,
106038,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,21841.0,Married,Star,7380.09,Standard,851,851.0,,False,158.1,6.0807692307692305,68.0,29975.35,73.21,22.9,1.0,26.0,36.43,35.61,27.959999999999997,0.0,12.15,39.43,15.84,0.0
355707,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,21841.0,Married,Star,7380.09,Standard,381,381.0,,False,51.0,7.285714285714286,52.99,8425.0,41.71,11.76,0.0,7.0,54.9,7.84,21.57,15.69,21.43,0.0,0.0,0.0
580493,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Rural,53957.0,Married,Star,7380.57,Standard,465,465.0,,False,78.8,8.755555555555555,62.86,18859.98,58.18,28.93,0.0,9.0,38.07,19.04,23.85,19.04,23.33,26.67,20.21,53.33
630920,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,65706.0,Married,Star,7380.98,2021 Promotion,321,321.0,,False,53.0,10.6,35.67,5769.0,0.0,13.21,1.0,5.0,47.17,28.3,24.53,0.0,0.0,13.33,38.46,0.0
439013,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,54878.0,Married,Star,7381.91,2021 Promotion,309,309.0,,False,78.0,9.75,61.23,8380.0,75.45,24.36,1.0,8.0,24.36,46.16,29.490000000000002,0.0,0.0,27.78,39.13,0.0
501109,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Suburban,54289.0,Married,Star,7385.36,Standard,1000,1000.0,,False,210.7,9.577272727272726,48.98,39651.53,8.48,2.33,0.0,22.0,24.39,43.75,16.23,15.61,5.84,0.0,5.56,0.0
517295,Alberta,Banff,51.178398,-115.5708,female,Bachelor,Urban,28812.0,Married,Star,7388.18,Standard,1480,1480.0,,False,163.5,7.785714285714286,41.81,33519.97,30.7,17.68,0.0,21.0,42.92999999999999,34.489999999999995,19.51,3.06,25.93,1.77,30.41,0.0
212579,Quebec,Montreal,45.50169,-73.567253,female,College,Suburban,0.0,Married,Star,7388.73,Standard,85,85.0,,False,11.0,5.5,64.28,1324.0,100.0,27.27,0.0,2.0,0.0,0.0,72.73,27.27,0.0,0.0,0.0,100.0
711823,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Rural,27383.0,Married,Star,7398.87,Standard,1101,1101.0,,False,149.0,7.842105263157895,59.26,26378.81,70.22,39.33,0.0,19.0,45.9,16.78,29.259999999999998,8.05,40.35,12.0,61.93,8.33
759093,Manitoba,Winnipeg,49.895138,-97.138374,male,Bachelor,Rural,27383.0,Married,Star,7398.87,Standard,2001,2001.0,,False,111.0,5.285714285714286,51.9,32926.64,15.03,22.07,0.0,21.0,37.21,35.86,19.73,7.21,25.91,14.57,0.0,100.0
438641,Newfoundland,St. John's,47.561508,-52.712578,female,High School or Below,Rural,19064.0,Married,Star,7403.45,Standard,1040,1040.0,,False,159.5,6.134615384615385,71.57,30710.74,26.82,32.54,0.0,26.0,43.71,20.500000000000004,30.790000000000003,5.02,52.08,8.87,25.87,0.0
743953,British Columbia,Vancouver,49.28273,-123.12074,male,Doctor,Urban,22044.0,Divorced,Star,7405.42,Standard,2059,85.0,1974.0,True,,,,,,,,,,,,,,,,
687820,Saskatchewan,Regina,50.44521,-104.6189,female,College,Rural,0.0,Single,Star,7411.81,Standard,2207,2207.0,,False,162.4,7.060869565217391,56.49,31688.49,22.38,24.88,0.0,23.0,37.13,21.06,31.46,10.34,9.45,62.57,26.03,0.0
320996,Manitoba,Winnipeg,49.895138,-97.138374,male,Bachelor,Urban,52497.0,Divorced,Star,7412.03,Standard,370,370.0,,False,73.0,8.11111111111111,65.66,14309.0,21.24,13.7,0.0,9.0,21.92,42.47,21.92,13.7,31.25,0.0,12.5,30.0
806196,British Columbia,Whistler,50.116322,-122.95736,male,College,Suburban,0.0,Single,Star,7413.39,2021 Promotion,268,268.0,,False,148.5,6.456521739130435,79.66,41739.27,29.05,27.74,0.0,23.0,25.6,14.0,29.830000000000002,30.57,10.26,18.27,49.89,25.11
188655,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Rural,52130.0,Married,Star,7413.42,Standard,627,627.0,,False,120.6,8.04,55.02,21630.32,17.23,28.61,1.0,15.0,23.22,37.89,18.41,20.48,10.71,37.42,13.51,46.15
547342,Quebec,Tremblant,46.118462,-74.596184,male,Bachelor,Suburban,67454.0,Married,Star,7417.41,2021 Promotion,309,309.0,,False,71.0,8.875,36.85,16687.0,52.36,43.66,0.0,8.0,23.939999999999998,36.62,23.95,15.49,76.47,38.46,17.65,45.45
819498,New Brunswick,Moncton,46.087818,-64.778229,female,Bachelor,Rural,67454.0,Married,Star,7417.41,Standard,151,151.0,,False,27.0,9.0,33.33,2155.0,0.0,81.48,0.0,3.0,0.0,44.44,22.22,33.33,0.0,75.0,66.67,100.0
568769,British Columbia,Dawson Creek,55.759628,-120.23766,female,Bachelor,Urban,47406.0,Married,Star,7421.59,Standard,837,837.0,,False,193.5,7.4423076923076925,83.1,48822.74,43.52,18.81,0.0,26.0,36.33,50.64,7.08,5.94,4.13,24.49,0.0,82.61
873579,New Brunswick,Fredericton,45.963589,-66.643112,male,Bachelor,Urban,36639.0,Divorced,Star,7423.9,Standard,1669,1669.0,,False,190.6,7.941666666666666,63.1,39919.04,20.33,15.95,0.0,24.0,29.48,38.93,23.82,7.76,10.68,6.74,23.35,59.46
660047,Ontario,Ottawa,45.421532,-75.697189,female,College,Rural,0.0,Single,Star,7423.93,Standard,527,527.0,,False,151.3,9.45625,52.65,22155.73,71.75,22.6,1.0,16.0,10.58,47.980000000000004,41.45,0.0,25.0,13.77,32.22,0.0
243741,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,84302.0,Married,Star,7425.85,Standard,2098,2098.0,,False,180.1,9.004999999999999,60.0,40799.27,8.94,19.66,0.0,20.0,10.0,52.690000000000005,12.16,25.15,33.33,2.11,41.1,40.62
492367,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,58042.0,Married,Star,7425.87,Standard,438,438.0,,False,105.7,9.60909090909091,49.44,12902.25,0.0,22.61,0.0,11.0,9.46,31.22,31.310000000000002,28.0,0.0,9.09,28.7,38.51
315482,Ontario,Sudbury,46.522099,-80.953033,male,High School or Below,Suburban,19634.0,Married,Star,7426.46,Standard,1700,1700.0,,False,163.1,6.273076923076923,67.74,45943.2,45.16,35.56,0.0,26.0,27.34,33.05,29.18,10.42,37.0,39.15,28.15,41.18
121183,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Suburban,28848.0,Single,Star,7427.5,Standard,1676,1676.0,,False,250.5,8.946428571428571,59.15,39180.1,0.0,28.9,0.0,28.0,44.03,31.970000000000002,15.41,8.58,33.0,19.6,50.0,4.65
409512,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Urban,78294.0,Married,Star,7427.85,Standard,2046,2046.0,,False,129.9,7.641176470588236,70.09,35756.72,43.96,11.24,1.0,17.0,18.25,36.339999999999996,36.64,8.78,20.68,0.0,20.38,0.0
464606,Quebec,Quebec City,46.813877,-71.207977,female,College,Suburban,0.0,Married,Star,7429.08,Standard,1498,1498.0,,False,214.1,8.564,60.2,26378.63,14.33,16.44,1.0,25.0,28.910000000000004,47.69,17.189999999999998,6.21,24.23,16.85,8.15,0.0
619916,Quebec,Montreal,45.50169,-73.567253,male,College,Urban,0.0,Single,Star,7432.2,Standard,862,862.0,,False,154.4,6.433333333333334,58.19,35891.29,11.59,17.36,0.0,24.0,50.71,12.43,29.99,6.87,15.84,9.9,8.21,82.08
435777,British Columbia,Kelowna,49.887951,-119.49601,male,College,Urban,0.0,Single,Star,7432.3,Standard,28,28.0,,False,,,,,,,,,,,,,,,,
862159,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,58839.0,Single,Star,7432.86,Standard,1810,1810.0,,False,214.9,8.596,49.84,49242.88,23.12,36.3,0.0,25.0,29.779999999999998,34.11,28.759999999999998,7.35,16.72,46.93,39.0,55.7
646519,Quebec,Tremblant,46.118462,-74.596184,male,Bachelor,Urban,49057.0,Single,Star,7434.27,Standard,1844,1844.0,,False,151.5,8.416666666666666,37.09,28255.09,41.24,28.65,1.0,18.0,45.41,9.9,44.69,0.0,37.79,0.0,25.7,0.0
445024,New Brunswick,Fredericton,45.963589,-66.643112,female,Bachelor,Urban,88360.0,Divorced,Star,7437.51,2021 Promotion,265,265.0,,False,198.6,9.93,49.81,26649.56,97.61,31.07,0.0,20.0,45.27,23.41,14.04,17.27,33.37,41.51,10.39,27.7
846864,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,86863.0,Married,Star,7437.69,Standard,1443,1443.0,,False,191.4,7.9750000000000005,53.63,37447.96,15.68,27.59,0.0,24.0,27.69,26.8,27.479999999999997,18.03,18.3,37.04,5.51,61.45
627244,British Columbia,Whistler,50.116322,-122.95736,female,Bachelor,Urban,34137.0,Married,Star,7440.92,Standard,1300,245.0,1055.0,True,,,,,,,,,,,,,,,,
409984,Yukon,Whitehorse,60.721188,-135.05684,male,College,Suburban,0.0,Single,Star,7452.23,2021 Promotion,260,244.0,16.0,True,38.0,7.6,62.14,12781.0,0.0,23.68,0.0,5.0,28.95,39.47,26.32,5.26,0.0,6.67,70.0,50.0
765428,Ontario,Kingston,44.231171,-76.485954,female,College,Urban,0.0,Single,Star,7452.23,Standard,2161,2161.0,,False,214.4,7.1466666666666665,63.33,46266.98,10.2,31.11,0.0,30.0,31.02,41.279999999999994,11.24,16.46,40.6,20.0,15.77,51.56
229842,Prince Edward Island,Charlottetown,46.238239,-63.131069,female,High School or Below,Rural,12195.0,Divorced,Star,7453.0,Standard,1888,1888.0,,False,277.5,9.910714285714286,44.23,58725.66,26.46,22.27,0.0,28.0,28.240000000000002,40.54,27.07,4.14,12.76,15.2,33.56,82.61
