,Loyalty#,SumNumFlights,AvgNumFlights,SumPointsAccumulated,NumMonthsWithFlights,PropOfRedeem,PropOfCompanionFlights,AvgVarNumFlights,MonthsSinceLastFlight,Flights_Month_1,Flights_Month_2,Flights_Month_3,Flights_Month_4,Flights_Month_5,Flights_Month_6,Flights_Month_7,Flights_Month_8,Flights_Month_9,Flights_Month_10,Flights_Month_11,Flights_Month_12,PropCompFlights_Month_1,PropCompFlights_Month_2,PropCompFlights_Month_3,PropCompFlights_Month_4,PropCompFlights_Month_5,PropCompFlights_Month_6,PropCompFlights_Month_7,PropCompFlights_Month_8,PropCompFlights_Month_9,PropCompFlights_Month_10,PropCompFlights_Month_11,PropCompFlights_Month_12,PropCompFlightsSeason_LowSeasonEarlyYear,PropCompFlightsSeason_PeakSeasonSummer,PropCompFlightsSeason_Autumn,PropCompFlightsSeason_HolidayPeak
11163,756515,218,8.72,33353.56,25,8.1,24.31,36.04,1,9.69,13.04,12.46,12.79,0.0,21.74,14.76,10.39,13.41,16.12,8.43,6.03,20.83,11.11,0.0,0.0,0.0,66.67,13.33,0.0,34.85,39.44,21.21,77.5,7.41,23.17,36.94,77.5
11164,756543,234,8.357142857142858,48237.46,28,30.69,21.79,64.17,0,6.85,3.98,2.83,7.01,8.58,19.45,9.43,19.55,11.77,0.0,1.69,20.27,64.29,36.67,100.0,0.0,0.0,0.0,66.67,23.08,0.0,0.0,100.0,34.86,28.78,18.36,3.7,34.86
11165,756636,16,8.0,2360.0,2,0.0,43.75,106.07,3,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
11166,756646,205,7.321428571428571,39426.94,27,14.03,39.51,66.19,0,1.64,2.04,9.84,4.25,6.56,13.86,13.52,6.66,11.67,13.89,15.81,17.6,100.0,100.0,66.67,21.43,100.0,47.09,94.44,16.67,36.13,0.0,2.78,27.06,77.78,55.61,16.13,27.06
11167,756663,1,1.0,2185.0,1,100.0,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
11168,756668,119,7.4375,15345.17,14,0.0,14.29,70.8,1,0.0,16.02,20.37,16.67,14.81,0.0,0.0,1.39,40.13,20.37,3.4,43.25,0.0,21.67,0.0,33.33,37.5,0.0,0.0,100.0,11.31,0.0,50.0,0.0,26.79,100.0,16.11,0.0
11169,756791,180,9.473684210526315,29838.92,19,0.0,25.56,48.8,1,15.87,12.21,23.33,6.67,4.13,26.67,20.0,0.0,21.13,20.0,3.33,0.0,0.0,29.97,14.29,50.0,0.0,56.25,12.24,0.0,23.68,36.09,0.0,0.0,20.28,26.91,27.58,0.0
11170,756833,235,8.392857142857142,46157.87,27,20.99,20.43,57.4,1,6.8,3.9,3.42,12.74,14.89,11.54,14.4,18.34,6.49,3.13,12.31,0.0,0.0,66.67,50.0,13.06,9.09,66.67,0.0,0.0,100.0,100.0,39.44,0.0,10.29,13.7,58.33,0.0
11171,756862,90,4.7368421052631575,28002.34,16,32.85,41.11,97.47,0,21.51,0.0,0.0,0.0,31.91,5.59,22.57,16.33,21.11,0.0,2.0,13.39,27.78,0.0,0.0,0.0,53.33,41.67,79.37,0.0,77.5,0.0,0.0,0.0,20.63,58.33,70.83,0.0
11172,756867,138,6.571428571428571,25706.48,20,100.0,39.86,64.31,1,19.64,3.57,7.6,13.42,7.29,20.81,0.0,23.27,23.21,25.49,5.81,0.0,9.09,0.0,66.67,45.0,13.64,64.58,0.0,89.44,0.0,24.83,66.67,0.0,43.49,77.71,24.52,0.0
11173,756891,216,7.448275862068965,40663.62,28,8.57,21.76,52.81,1,12.79,6.03,11.63,13.95,14.51,4.73,9.39,12.11,15.16,6.16,14.51,6.91,27.27,33.33,0.0,25.0,0.0,0.0,48.41,33.33,33.33,0.0,42.76,100.0,5.19,23.98,20.71,100.0
11174,756892,184,6.571428571428571,37479.66,27,42.76,28.8,60.51,1,6.44,7.85,18.32,7.69,0.65,12.0,33.33,11.36,17.47,4.76,8.79,10.58,0.0,22.02,0.0,33.33,100.0,0.0,50.0,88.89,0.0,50.0,43.06,73.21,15.83,41.86,21.56,73.21
11175,756907,215,10.238095238095237,35229.48,21,19.45,17.67,48.44,1,1.72,6.9,5.17,0.0,17.85,19.09,21.4,14.77,0.0,15.29,9.56,12.72,100.0,0.0,0.0,0.0,0.0,7.14,51.67,42.39,0.0,0.0,0.0,4.55,4.17,31.44,0.0,4.55
11176,756928,222,8.222222222222221,40324.7,27,59.32,29.28,61.59,0,5.3,8.49,12.86,14.29,10.66,23.73,12.86,9.25,4.48,15.71,11.95,15.48,75.56,30.95,0.0,0.0,9.76,41.64,44.44,0.0,0.0,9.09,36.13,56.21,25.63,29.32,29.97,56.21
11177,756929,240,10.0,37981.84,24,23.99,18.33,35.51,0,9.71,11.16,2.11,11.21,0.0,18.72,11.74,16.07,13.68,8.42,13.04,12.63,16.67,33.33,100.0,29.42,0.0,4.76,64.58,45.56,0.0,0.0,0.0,0.0,24.62,27.26,0.0,0.0
11178,756967,185,6.607142857142857,40784.69,28,20.55,31.35,57.42,0,7.37,5.88,23.01,15.64,8.0,7.94,12.89,7.37,16.22,10.16,4.76,7.03,32.5,66.67,0.0,0.0,90.0,0.0,89.74,0.0,36.7,0.0,0.0,51.67,27.55,53.37,27.22,51.67
11179,757010,150,5.555555555555555,32798.35,26,11.24,32.0,68.15,1,4.55,10.37,7.14,3.65,30.16,11.06,14.29,15.71,13.54,5.29,16.14,6.19,0.0,83.33,0.0,0.0,45.8,12.12,0.0,72.73,33.33,33.33,0.0,100.0,41.47,12.5,14.04,100.0
11180,757041,108,5.142857142857143,31818.83,19,40.0,31.48,92.5,1,11.11,20.0,0.0,7.87,0.0,37.53,7.87,0.0,12.47,9.07,4.63,17.59,70.83,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,50.0,0.0,100.0,27.62,12.22,64.46,100.0
11181,757047,181,7.869565217391305,43222.58,23,21.69,22.65,56.22,0,4.62,10.77,10.77,6.43,18.96,18.81,14.14,0.0,16.43,7.33,15.34,16.92,0.0,0.0,0.0,95.24,0.0,35.42,15.38,0.0,5.0,18.18,52.76,0.0,20.56,20.2,36.32,0.0
11182,757270,103,7.357142857142857,18560.36,12,0.0,15.53,81.31,16,16.55,6.76,18.5,0.89,23.31,0.0,33.09,0.89,0.0,0.0,0.0,0.0,17.36,0.0,0.0,100.0,45.8,0.0,0.0,100.0,0.0,0.0,0.0,0.0,21.84,2.63,0.0,0.0
11183,757387,138,7.666666666666667,31749.48,18,28.85,50.72,44.06,0,0.0,13.24,4.41,19.21,14.35,0.0,20.59,0.0,14.43,0.0,27.76,11.49,0.0,0.0,0.0,62.14,50.4,0.0,64.29,0.0,66.67,0.0,41.61,100.0,46.92,64.29,43.87,100.0
11184,757420,176,7.04,34762.05,23,29.0,25.0,76.55,0,7.19,2.73,16.3,5.1,6.95,20.52,16.46,23.72,2.53,14.84,0.0,1.27,0.0,0.0,8.59,0.0,50.0,31.08,69.23,47.32,100.0,0.0,0.0,100.0,4.62,44.93,11.11,100.0
11185,757446,169,6.5,45060.1,25,19.96,37.87,63.1,0,7.19,8.82,13.56,4.41,6.49,17.27,12.89,20.96,12.37,7.35,4.9,10.29,70.83,16.67,3.33,100.0,83.33,62.18,0.0,26.15,33.33,80.0,100.0,57.14,31.94,31.88,46.5,57.14
11186,757547,204,8.5,42170.53,23,0.0,27.45,60.49,0,10.91,0.0,17.88,0.0,0.0,18.96,19.18,3.23,13.12,0.82,9.26,9.07,75.0,0.0,2.78,0.0,0.0,70.42,0.0,66.67,0.0,100.0,38.1,70.59,28.07,36.48,15.03,70.59
11187,757634,198,9.0,40166.38,22,38.3,33.84,47.39,0,11.76,0.0,19.26,3.53,3.53,12.76,20.43,9.73,15.16,2.35,3.53,17.67,10.0,0.0,31.19,66.67,100.0,64.86,37.44,0.0,38.52,100.0,0.0,23.33,30.68,37.49,42.96,23.33
11188,757691,176,7.6521739130434785,34541.8,23,24.51,14.77,51.01,0,8.06,9.68,0.0,14.06,21.06,11.48,19.29,19.73,11.29,12.9,7.2,6.66,100.0,33.33,0.0,8.33,0.0,0.0,13.33,8.33,0.0,50.0,12.5,66.67,14.49,6.63,10.14,66.67
11189,757696,145,5.0,52717.59,29,18.96,44.14,57.07,0,15.49,8.79,18.93,0.0,9.09,7.23,6.9,5.36,5.72,11.64,12.76,12.76,33.33,46.67,0.0,0.0,75.0,85.71,0.0,41.67,66.67,100.0,73.89,70.37,32.53,35.6,79.77,70.37
11190,757834,198,7.92,43018.08,24,19.36,14.14,56.81,0,0.0,4.69,13.51,16.6,21.28,14.69,0.0,14.91,11.12,10.94,3.58,4.06,0.0,100.0,47.09,0.0,2.38,0.0,0.0,0.0,0.0,100.0,75.0,33.33,12.05,0.0,20.37,33.33
11191,757879,191,8.681818181818182,31270.16,22,41.31,23.04,50.82,1,18.46,0.0,15.73,13.51,11.93,14.65,3.93,18.93,19.95,1.54,1.54,0.0,0.0,0.0,23.33,0.0,66.67,46.72,100.0,8.33,13.68,100.0,100.0,0.0,21.31,32.5,18.12,0.0
11192,757885,158,6.869565217391305,35509.26,23,0.0,29.75,59.26,1,5.95,0.0,9.66,14.63,18.73,2.51,16.27,29.27,12.2,15.06,10.51,16.27,100.0,0.0,8.33,50.0,33.33,0.0,0.0,33.33,20.0,13.1,68.52,15.56,41.39,11.11,29.6,15.56
11193,757938,158,7.523809523809524,33096.84,21,16.76,36.08,68.11,0,9.62,1.92,0.0,13.46,8.47,8.82,27.79,19.23,14.16,18.91,10.17,13.46,0.0,100.0,0.0,42.86,0.0,66.67,68.33,10.0,59.82,0.0,12.12,0.0,10.26,56.78,21.9,0.0
11194,758113,214,8.23076923076923,40016.88,26,0.0,22.9,45.11,0,8.89,8.14,14.36,13.32,0.0,8.89,16.67,13.71,2.36,12.95,9.28,15.19,25.0,70.0,49.47,16.67,0.0,0.0,0.0,0.0,100.0,38.33,36.67,0.0,36.88,0.0,35.32,0.0
11195,758165,117,5.318181818181818,34802.8,22,23.69,41.03,74.4,2,22.61,12.06,12.06,14.82,1.69,10.13,12.06,16.95,25.42,17.81,0.0,5.03,69.05,0.0,70.83,11.11,0.0,94.44,100.0,0.0,0.0,53.33,0.0,0.0,37.62,81.82,46.39,0.0
11196,758210,126,7.875,27212.95,16,20.27,24.6,42.72,0,0.0,12.2,9.76,17.67,19.73,25.86,0.0,41.46,15.3,17.67,12.2,12.2,0.0,40.0,25.0,0.0,56.84,4.17,0.0,5.88,7.14,33.04,60.0,20.0,38.14,4.74,34.02,20.0
11197,758262,111,5.285714285714286,37525.89,20,29.33,22.52,61.64,0,0.0,2.27,5.92,17.56,16.97,8.93,16.4,21.43,14.29,36.49,5.36,16.07,0.0,50.0,33.33,28.57,0.0,100.0,0.0,0.0,75.0,0.0,33.33,11.11,21.05,9.8,21.21,11.11
11198,758328,119,6.611111111111111,25116.26,17,36.85,43.7,65.45,12,7.55,0.77,14.33,0.0,0.0,7.55,23.58,7.55,0.0,9.25,7.55,21.88,10.0,100.0,76.39,0.0,0.0,0.0,39.23,0.0,0.0,100.0,0.0,57.74,55.0,23.9,55.05,57.74
11199,758372,153,9.0,28266.98,17,0.0,26.8,71.58,0,0.0,8.01,24.7,2.35,0.0,42.85,10.33,7.06,0.0,8.24,9.41,15.29,0.0,100.0,39.44,100.0,0.0,9.18,8.77,33.33,0.0,0.0,0.0,30.77,58.81,13.77,0.0,30.77
11200,758389,224,8.615384615384615,34643.55,26,0.0,21.88,54.35,0,11.12,8.77,4.12,15.29,15.25,25.95,9.41,18.71,7.06,8.83,3.53,10.37,30.95,82.14,66.67,0.0,53.33,0.0,0.0,0.0,16.67,2.38,0.0,0.0,50.18,0.0,2.9,0.0
11201,758432,221,7.366666666666666,39830.19,29,32.44,28.05,56.76,0,3.16,7.05,4.33,10.11,11.83,8.33,15.21,16.05,15.21,13.33,8.72,6.5,0.0,69.05,12.5,26.79,36.67,0.0,57.34,47.84,7.54,0.0,36.67,0.0,32.89,42.85,15.02,0.0
11202,758635,31,10.333333333333334,3453.0,3,0.0,22.58,53.3,0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,41.94,0.0,0.0,45.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0
11203,758656,62,7.75,12283.220000000001,8,76.44,32.26,42.38,18,0.0,30.67,7.99,30.67,0.0,30.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.67,0.0,0.0,0.0,68.33,0.0,0.0,0.0,0.0,0.0,0.0,16.2,68.33,0.0,0.0
11204,758695,138,6.0,32538.16,22,75.6,28.26,83.33,0,2.17,7.58,32.61,13.04,5.38,13.08,34.96,3.18,22.49,7.18,9.78,2.17,0.0,100.0,6.67,50.0,0.0,73.33,9.22,0.0,27.22,50.0,0.0,100.0,45.11,28.81,20.63,100.0
11205,758738,114,5.7,28367.57,20,7.76,34.21,76.81,0,16.33,5.76,32.95,0.0,14.29,28.57,13.84,0.0,13.99,0.0,13.99,4.36,0.0,33.33,55.56,0.0,0.0,0.0,100.0,0.0,51.67,0.0,0.0,100.0,33.88,66.67,25.83,100.0
11206,758789,112,8.615384615384615,19704.92,13,63.49,21.43,38.94,0,11.36,7.95,0.0,0.0,7.95,7.95,18.18,0.0,13.64,10.23,50.73,23.51,20.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,50.0,22.22,11.11,15.15,33.33,0.0,12.22,15.15
11207,758840,125,7.352941176470588,30744.89,16,66.55,23.2,60.04,1,23.91,15.11,17.59,0.0,15.83,1.16,21.74,0.0,30.39,21.74,23.91,0.0,45.45,33.33,0.0,0.0,43.06,100.0,80.0,0.0,0.0,30.0,0.0,0.0,26.9,90.0,4.76,0.0
11208,758927,62,7.75,15693.3,8,24.45,37.1,37.62,0,12.77,23.4,12.77,0.0,0.0,0.0,6.38,19.15,0.0,0.0,0.0,75.18,0.0,0.0,83.33,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.67,21.74,25.0,0.0,66.67
11209,759017,243,7.838709677419355,51131.53,31,55.1,39.92,47.52,0,5.48,7.42,17.09,8.22,7.87,11.62,12.74,21.52,4.49,11.5,7.5,10.3,0.0,5.56,39.23,64.4,0.0,0.0,85.0,11.76,100.0,27.4,17.95,68.52,24.59,41.77,45.84,68.52
11210,759093,108,5.142857142857143,32926.64,21,15.03,20.37,54.75,0,12.35,14.81,6.7,0.0,24.07,17.93,18.55,3.7,0.0,20.42,11.73,14.81,23.33,37.5,66.67,0.0,7.69,17.78,0.0,100.0,0.0,0.0,0.0,100.0,26.9,12.81,0.0,100.0
11211,759223,69,5.75,16493.76,12,100.0,56.52,60.76,0,5.66,0.0,20.75,0.0,0.0,0.0,13.21,1.89,11.32,22.64,23.15,51.69,0.0,0.0,54.55,0.0,0.0,0.0,100.0,100.0,100.0,16.67,25.0,77.78,42.86,100.0,16.67,77.78
11212,759310,3,1.5,3487.0,2,0.0,66.67,47.14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.67,0.0
11213,759311,168,7.304347826086956,37394.89,23,28.44,37.5,56.66,1,14.71,18.75,2.15,5.13,24.29,10.4,0.0,0.0,14.71,11.85,12.93,14.71,55.05,0.0,100.0,100.0,19.44,71.85,0.0,0.0,34.85,0.0,29.97,34.85,38.8,71.85,24.78,34.85
11214,759322,165,7.857142857142857,32451.19,20,45.91,21.82,70.21,0,0.0,5.22,30.1,14.87,0.0,18.46,4.62,17.95,16.92,2.47,1.54,25.58,0.0,50.0,0.0,36.7,0.0,58.33,0.0,29.63,18.18,66.67,0.0,8.33,15.58,20.83,71.79,8.33
11215,759370,151,6.565217391304348,39506.44,21,32.98,28.48,63.94,3,0.94,9.09,12.73,15.69,17.53,3.05,21.97,16.36,9.28,15.69,0.0,20.84,100.0,0.0,0.0,46.43,36.7,50.0,0.0,0.0,21.67,33.04,0.0,75.25,35.0,3.7,21.91,75.25
11216,759417,143,6.809523809523809,28536.02,20,100.0,31.47,51.63,6,13.46,13.38,16.33,0.0,15.11,36.67,0.0,15.07,13.29,0.82,15.07,0.0,34.07,3.7,84.85,0.0,49.83,0.0,0.0,40.97,0.0,100.0,52.78,0.0,36.37,27.31,30.0,0.0
11217,759518,62,4.133333333333334,20575.53,14,0.0,48.39,67.11,0,14.2,37.5,11.73,2.5,0.0,0.0,43.33,0.0,22.22,0.0,22.22,11.11,66.67,7.14,100.0,100.0,0.0,0.0,100.0,0.0,33.33,0.0,0.0,0.0,38.89,100.0,16.67,0.0
11218,759551,229,8.807692307692308,40313.62,26,29.34,11.79,46.76,0,7.53,7.23,18.02,7.26,0.0,12.08,12.33,13.0,6.56,0.0,8.91,17.38,0.0,0.0,7.69,0.0,0.0,0.0,9.76,23.08,29.49,0.0,0.0,12.98,5.0,12.59,16.52,12.98
11219,759603,107,4.28,42627.94,23,40.41,30.84,74.04,2,2.27,0.0,11.2,13.58,7.52,7.74,0.0,4.63,22.87,16.27,1.39,24.07,100.0,0.0,47.22,38.89,33.33,0.0,0.0,100.0,7.41,88.89,100.0,0.0,37.62,55.56,42.78,0.0
11220,759785,210,8.4,41683.75,25,27.31,26.67,40.95,0,8.11,12.0,12.81,5.94,19.48,13.01,5.19,15.58,16.53,16.53,10.88,18.18,30.0,43.52,52.78,66.67,6.67,66.67,100.0,0.0,0.0,0.0,33.33,0.0,39.85,72.22,33.33,0.0
11221,759847,139,5.791666666666667,27401.73,23,28.47,28.06,69.99,3,6.94,19.86,5.82,12.59,20.43,27.12,0.0,18.75,5.08,6.19,1.14,0.0,41.67,19.05,0.0,0.0,55.19,12.5,0.0,58.8,0.0,0.0,0.0,0.0,24.35,61.57,0.0,0.0
11222,759899,175,6.481481481481482,42148.92,25,37.46,19.43,81.12,2,4.37,9.53,26.84,12.73,19.1,12.67,0.0,1.52,8.52,7.29,19.1,0.0,50.0,0.0,0.0,66.67,0.0,71.67,0.0,50.0,0.0,94.44,4.55,0.0,11.52,71.21,25.83,0.0
11223,759991,190,7.916666666666667,41468.01,23,0.0,26.32,65.68,0,17.02,13.97,12.15,0.64,0.0,29.79,20.33,2.13,10.73,8.92,11.92,13.85,50.0,0.0,46.63,100.0,0.0,14.29,29.1,0.0,43.1,75.0,0.0,4.76,32.77,32.8,28.33,4.76
11224,760061,181,7.541666666666667,38439.47,23,34.27,30.39,71.78,0,6.45,6.71,1.93,2.74,21.88,5.48,36.16,14.18,10.96,12.27,9.59,15.07,100.0,87.5,50.0,0.0,13.33,25.0,38.49,11.57,0.0,47.78,42.86,0.0,36.8,24.15,48.4,0.0
11225,760111,74,7.4,24868.23,10,79.37,31.08,42.83,0,0.0,6.15,13.85,10.77,0.0,15.38,7.69,0.0,0.0,16.92,20.0,69.74,0.0,100.0,22.22,0.0,0.0,60.0,0.0,0.0,0.0,18.18,0.0,66.67,30.0,40.0,8.33,66.67
11226,760155,200,7.6923076923076925,45393.55,26,7.41,23.0,57.99,0,9.59,9.26,15.34,5.48,9.59,9.4,0.0,15.49,0.0,9.59,8.08,20.97,42.86,0.0,0.0,0.0,42.86,33.33,0.0,44.84,0.0,65.17,11.11,30.36,7.41,37.03,41.71,30.36
11227,760158,59,8.428571428571429,13836.0,7,17.47,8.47,35.5,0,0.0,0.0,0.0,15.25,11.86,16.95,16.95,0.0,22.03,0.0,6.78,10.17,0.0,0.0,0.0,11.11,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0
11228,760166,155,11.071428571428571,25749.17,14,13.04,22.58,35.51,1,0.99,0.0,11.88,12.87,11.88,11.88,11.88,40.36,30.93,12.87,11.88,0.0,100.0,0.0,0.0,0.0,0.0,83.33,0.0,37.8,19.35,0.0,0.0,0.0,2.63,47.6,19.35,0.0
11229,760176,162,7.363636363636363,33846.8,21,0.0,27.78,61.53,0,0.0,16.67,10.16,12.75,18.7,12.75,3.33,0.0,1.72,23.33,13.91,24.07,0.0,0.0,25.4,69.05,0.0,69.05,0.0,0.0,0.0,28.57,3.7,37.8,22.65,46.03,9.68,37.8
11230,760196,201,7.444444444444445,33554.27,27,23.92,8.46,69.43,0,3.93,8.51,14.01,7.08,16.17,17.74,14.81,23.08,9.57,8.11,13.85,3.08,80.56,21.67,0.0,0.0,0.0,9.72,0.0,0.0,0.0,0.0,11.11,100.0,10.42,5.51,1.52,100.0
11231,760424,194,8.434782608695652,35175.29,23,43.36,26.29,43.46,0,4.35,8.76,17.39,18.21,17.39,13.04,13.61,0.0,9.62,13.27,0.0,12.08,0.0,46.67,0.0,16.4,17.41,22.22,52.78,0.0,6.67,52.68,0.0,57.78,20.66,42.59,23.16,57.78
11232,760508,168,7.636363636363637,30682.19,21,0.0,29.76,67.21,2,11.11,2.39,2.39,22.26,19.65,22.26,15.5,24.44,13.86,2.22,0.0,0.75,60.0,0.0,0.0,15.15,11.79,38.49,68.33,45.45,17.36,100.0,0.0,0.0,17.62,49.04,44.91,0.0
11233,760614,89,6.846153846153846,24486.78,12,0.0,12.36,80.19,0,0.0,20.75,0.0,18.87,0.0,0.0,0.0,9.43,1.89,49.59,6.07,27.36,0.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,78.57,0.0,4.76,100.0,15.56,0.0
11234,760645,174,7.25,33744.11,21,9.69,22.41,73.58,0,4.39,0.88,12.52,14.14,20.0,10.39,0.0,25.21,23.11,15.71,7.14,7.25,50.0,0.0,0.0,43.7,50.0,23.81,0.0,13.66,12.24,36.36,100.0,0.0,21.59,22.22,26.91,0.0
11235,760672,145,6.304347826086956,39053.53,22,14.8,31.72,70.68,0,14.32,9.69,11.58,0.0,15.07,30.62,24.66,13.7,16.6,5.48,2.2,8.79,54.44,0.0,0.0,0.0,36.36,86.67,0.0,0.0,34.76,0.0,0.0,51.67,26.47,57.78,30.79,51.67
11236,760835,186,8.857142857142858,32510.5,21,20.92,17.74,46.04,0,9.86,12.04,0.0,0.0,16.2,19.54,4.23,23.04,5.63,0.0,8.49,14.11,0.0,33.33,0.0,0.0,45.56,22.09,0.0,16.67,100.0,0.0,0.0,2.38,23.98,17.23,12.12,2.38
11237,760842,207,8.28,42269.26,25,9.87,25.6,48.75,0,5.26,4.27,18.65,6.61,0.0,14.54,18.32,19.82,8.08,11.84,14.47,10.13,0.0,91.67,11.79,51.59,0.0,0.0,0.0,17.86,87.5,66.67,45.45,0.0,32.05,6.73,85.71,0.0
11238,760876,178,7.416666666666667,39627.48,22,15.63,20.79,70.89,0,19.17,7.97,0.0,0.0,24.42,10.18,15.54,15.19,20.23,0.0,1.03,3.14,13.75,9.09,0.0,0.0,7.01,0.0,56.35,0.0,44.95,0.0,50.0,41.67,12.45,36.7,62.04,41.67
11239,760975,56,3.7333333333333334,21157.13,13,36.24,44.64,106.89,4,15.15,3.57,3.03,21.83,0.0,48.48,37.85,18.18,21.83,0.0,3.57,0.0,0.0,100.0,0.0,0.0,0.0,50.0,33.33,100.0,100.0,0.0,0.0,0.0,8.33,23.46,87.5,0.0
11240,761015,146,5.615384615384615,42449.6,26,17.07,34.25,58.54,0,21.06,11.64,5.88,9.38,0.0,18.16,12.95,7.88,2.57,10.87,12.19,12.5,29.02,0.0,66.67,100.0,0.0,66.67,33.33,0.0,0.0,64.29,17.41,100.0,25.7,35.92,43.69,100.0
11241,761114,270,9.310344827586206,49102.85,29,15.47,22.96,45.58,0,6.8,7.77,11.65,10.68,5.68,18.42,17.63,5.37,7.93,10.18,11.0,8.1,28.57,4.76,0.0,45.45,75.56,40.0,0.0,0.0,76.59,0.0,16.52,0.0,30.64,18.71,27.93,0.0
11242,761150,77,9.625,15897.15,8,81.01,15.58,32.35,10,27.27,72.73,0.0,0.0,0.0,0.0,36.39,0.0,0.0,30.28,33.33,0.0,33.33,37.5,0.0,0.0,0.0,0.0,12.24,0.0,0.0,0.0,22.5,0.0,36.36,12.24,11.78,0.0
11243,761240,267,8.612903225806452,57437.88,31,42.66,32.21,62.14,0,9.47,2.15,6.66,4.55,5.0,15.67,15.46,16.02,6.01,9.09,7.34,14.84,0.0,33.33,84.26,0.0,21.67,6.67,62.43,46.13,0.0,100.0,0.0,40.51,31.26,34.8,11.11,40.51
11244,761403,186,8.454545454545455,30431.690000000002,21,50.6,21.51,44.06,0,13.91,0.0,16.67,17.47,13.56,0.0,7.13,17.47,16.67,19.89,0.72,13.0,23.23,0.0,0.0,0.0,86.11,0.0,100.0,0.0,0.0,7.54,100.0,0.0,32.56,28.99,9.44,0.0
11245,761423,225,9.0,41403.53,24,57.1,17.33,57.56,1,8.43,0.0,14.61,8.55,12.44,15.5,21.22,11.91,0.52,5.45,27.66,0.0,0.0,0.0,0.0,27.04,0.0,71.13,6.14,33.33,0.0,66.67,0.0,0.0,6.15,27.48,60.0,0.0
11246,761459,227,8.73076923076923,46405.5,26,34.36,18.94,48.55,1,5.88,10.92,16.39,11.35,0.0,11.35,11.76,18.21,11.27,5.14,11.03,12.49,0.0,44.05,13.33,0.0,0.0,21.21,100.0,28.04,0.0,6.67,28.57,0.0,17.75,39.4,17.95,0.0
11247,761510,115,6.052631578947368,30272.83,18,0.0,22.61,59.94,0,13.28,3.85,15.72,0.0,24.12,10.84,0.0,3.12,10.84,15.62,27.54,37.5,45.0,100.0,0.0,0.0,0.0,77.5,0.0,0.0,55.0,0.0,15.15,0.0,42.0,51.67,21.79,0.0
11248,761600,18,9.0,4335.0,2,100.0,77.78,62.85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.22,0.0,0.0,0.0,27.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23,0.0,0.0,0.0,100.0,0.0,69.23,0.0,100.0
11249,761613,255,9.444444444444445,49030.229999999996,27,37.71,32.16,49.17,1,5.76,9.36,9.69,5.68,7.78,18.18,9.49,13.24,13.16,14.77,4.55,17.98,76.67,3.03,73.81,0.0,53.57,23.33,70.03,58.8,50.0,30.77,0.0,0.0,42.22,35.56,41.18,0.0
11250,761674,202,8.782608695652174,35317.4,23,39.86,30.2,51.38,0,0.0,5.36,8.21,5.61,13.08,21.95,16.07,18.15,15.06,16.44,0.0,12.16,0.0,100.0,3.33,54.44,8.33,2.94,77.78,33.33,40.83,29.02,0.0,69.44,29.65,30.67,34.67,69.44
11251,761694,96,5.647058823529412,25723.84,16,40.57,17.71,62.28,1,11.9,7.14,0.0,7.14,16.67,16.67,0.0,10.63,10.99,37.08,28.25,0.0,60.0,0.0,0.0,0.0,0.0,32.5,0.0,75.0,0.0,4.55,11.11,0.0,16.67,41.67,9.72,0.0
11252,761966,144,5.538461538461538,45882.71,26,20.66,34.03,64.04,0,21.76,11.56,6.98,3.18,17.79,12.02,9.62,9.78,3.18,11.01,7.69,28.85,4.55,0.0,41.67,100.0,0.0,100.0,0.0,100.0,100.0,36.67,25.0,40.0,11.33,81.48,46.84,40.0
11253,762044,165,7.857142857142857,27920.78,20,66.64,41.82,50.95,0,14.3,14.63,7.32,15.34,15.61,20.97,0.0,15.36,31.71,0.0,0.75,12.14,10.37,0.0,33.33,11.11,23.23,65.48,0.0,78.89,30.77,0.0,100.0,100.0,13.38,71.13,65.38,100.0
